,tweet,polarity,subjectivity,Sentiment
641,produced sanitary pads help us daughters love made south africa products made one lets support create jobs lovefnb,0.5,0.6,Positive
642,run bakery baking cake scones cakes lovefnb,0.0,0.0,Neutral
643,doroskin girl hometown polokwane global dreams coming true well known dj wig business women inspire lovefnb womensmonth,0.175,0.325,Positive
644,doroskin girl hometown polokwane global dreams coming true well known dj wig business women inspire lovefnb womensmonth,0.175,0.325,Positive
645,doroskin girl hometown polokwane global dreams coming true well known dj wig business women inspire lovefnb womensmonth,0.175,0.325,Positive
646,switch fnb lovefnb,0.0,0.0,Neutral
647,lovefnb thechangeables,0.0,0.0,Neutral
648,one move easy acc cheque mention m still student,0.43333333333333335,0.8333333333333334,Positive
649,lovefnb women book events come perform even making beads wearing making life children live rural area learn much,0.11212121212121212,0.2333333333333333,Positive
650,lovefnb phandapushaplay,0.0,0.0,Neutral
651,lovefnb shawn mamkhize dominating male industry construction sportshe excelling encouraging young women enter main dominated sectors business,0.08888888888888889,0.27777777777777773,Positive
652,organics,0.0,0.0,Neutral
653,run gardening birthday lovefnb,0.0,0.0,Neutral
654,lovefnb,0.0,0.0,Neutral
655,lovefnb,0.0,0.0,Neutral
656,skin woman behind business inspires lot love products natural women best world support brand products naturally made south africa lovefnb,0.26,0.48,Positive
657,lovefnb,0.0,0.0,Neutral
658,self appreciation local business woman lovefnb,0.0,0.0,Neutral
659,saving towards buying furniture mother lovefnb,0.0,0.0,Neutral
660,lovefnb,0.0,0.0,Neutral
661,sooooo tired repeated bad customer service even sure keep banking maybe needs change now systems processes joke,-0.19999999999999996,0.7518518518518519,Negative
662,gm sent details receive lovefnb,0.0,0.0,Neutral
663,lovefnb,0.0,0.0,Neutral
664,name one best qualified chefs runs successful fast food business lebowakgomo delivery service around neighbouring areas work ethic inpires work strive dreams please check,0.65,0.6166666666666667,Positive
665,sthera stress bafo,0.0,0.0,Neutral
666,im inspired young woman name moleboheng started small baking business pay studies lovefnb,-0.075,0.4,Negative
667,great many us tasked building home families pften expenses mot shared even though home will now every sibling inkosana thunjana contribute will solve many conflictswell done,0.6,0.5833333333333334,Positive
668,fnbdolivhuright,0.0,0.0,Neutral
669,design clothes event tht going business well known trust comes making clothes lovefnb,0.0,0.0,Neutral
670,doroskin girl hometown polokwane global dreams coming true im inspired well known dj wig business women inspire lovefnb womensmonth,0.175,0.325,Positive
671,doroskin girl hometown polokwane global dreams coming true im inspired well known dj wig business women inspire lovefnb womensmonth,0.175,0.325,Positive
672,lady spinach minenhle mbuyazi young female studied ukzn started small now one food lover veg supply didnt forget us community till today farming feeds community others im inspired lovefnb ngicela nithi hooray,-0.049999999999999996,0.32222222222222224,Negative
673,doroskin girl hometown polokwane global dreams coming true im inspired well known dj wig business women inspire lovefnb womensmonth,0.175,0.325,Positive
674,nail technician offers best service cosmetic brand love lovefnb womensmonth,0.5333333333333333,0.3,Positive
675,lovefnb,0.0,0.0,Neutral
676,lovefnb,0.0,0.0,Neutral
677,awesome inspiration business partner women trades single mom taught strong aspects love generosity love care lovefnb,0.4723809523809524,0.6295238095238095,Positive
678,gladys nominate made major impact community l gave orphanage free combo vegetables show spirit ubuntu pandemic situation im owner farm,0.23125,0.65,Positive
679,gladys nominate made major impact community l gave orphanage free combo vegetables show spirit ubuntu pandemic situation im owner farm,0.23125,0.65,Positive
680,doroskin girl hometown polokwane global dreams coming true im inspired well known dj wig business women inspire lovefnb womensmonth,0.175,0.325,Positive
681,sa oh good yazi enkosito think still silent response siesbut enkosi bafo,0.35,0.35000000000000003,Positive
682,nail technician offers best service cosmetic brand love lovefnb womensmonth,0.5333333333333333,0.3,Positive
683,black female owned climate change environmental advisory aims save world one business time lovefnb,-0.08333333333333333,0.3,Negative
684,doroskin girl hometown polokwane global dreams coming true im inspired well known dj wig business women inspire lovefnb womensmonth,0.175,0.325,Positive
685,run gym lovefnb,0.0,0.0,Neutral
686,doroskin girl hometown polokwane global dreams coming true im inspiredand well known dj wig business women inspire lovefnb womensmonth,0.175,0.325,Positive
687,business making moves erabydjzinhle making sa women beautiful jewelleries lovefnb,0.85,1.0,Positive
688,run gym lovefnb,0.0,0.0,Neutral
689,making boss moves lovefnb,0.0,0.0,Neutral
690,doenst twitter friend debbie mobile hairsalon go peoples houses make beautifull wonder woman kind heart lovefnb,0.6,0.9,Positive
691,doroskin girl hometown polokwane global dreams coming true im inspired well known dj wig business women inspire lovefnb womensmonth,0.175,0.325,Positive
692,women started business ground force making waves field js driven passionate helping others make lovefnb,-0.05,0.8500000000000001,Negative
693,women started business ground force making waves field js driven passionate helping others make lovefnb,-0.05,0.8500000000000001,Negative
694,friend mapule makes best chillies tasted currently selling homei highly recommend chillies lovefnb,0.38666666666666666,0.4133333333333333,Positive
695,doroskin girl hometown polokwane global dreams coming true im inspired well known dj wig business women inspire lovefnb womensmonth,0.175,0.325,Positive
696,doroskin girl hometown polokwane global dreams coming true im inspired well known dj wig business women inspire lovefnb womensmonth,0.175,0.325,Positive
697,doroskin girl hometown polokwane global dreams coming true im inspired well known dj wig business women inspire lovefnb womensmonth,0.175,0.325,Positive
698,cristene bouah mom won garden planting seeds herbs selling medicine living garden help people flowers funeral weddings lovefnb,0.0,0.0,Neutral
699,neighbor amazing managed build beautiful house kids buy selling fat cakes every morning people going work everyday unfortunately social media platforms lovefnb womansmonth,0.3208333333333334,0.6416666666666667,Positive
700,im inspired nomfundo mcoyi accomplished multi skilled entrepreneur community builder based kwazulu natal founder ceo icebolethu group lovefnb,0.35,0.5,Positive
701,ive complained branch friend went named complaining thing,-0.3,0.2,Negative
702,runs homework centre internet lovefnb,0.0,0.0,Neutral
703,doroskin girl hometown polokwane global dreams coming true im inspired well known dj wig business women inspire lovefnb womensmonth,0.175,0.325,Positive
704,lovefnb sells fruit vegetables community help underprivileged children pandemic,0.0,0.0,Neutral
705,mahlangu sell atchar inspiring enterpreneur lovefnb,0.5,1.0,Positive
706,lovefnb,0.0,0.0,Neutral
707,lovefnb,0.0,0.0,Neutral
708,thandeka great work particularly level stokvels lovefnb,0.48333333333333334,0.5416666666666666,Positive
709,atchar queen mahlangu hustle second none lovefnb,0.0,0.0,Neutral
710,lovefnb,0.0,0.0,Neutral
711,nail technician offers best service cosmetic brand love lovefnb,0.5333333333333333,0.3,Positive
712,im inspired good patient business woman lovefnb,0.7,0.6000000000000001,Positive
713,lovefnb,0.0,0.0,Neutral
714,im business owner withdraw cash till im happy im scared using atm,0.8,1.0,Positive
715,nail technician offers best service cosmetic brand love lovefnb womensmonth,0.5333333333333333,0.3,Positive
716,sister selling chickens lovefnb,0.0,0.0,Neutral
717,daughter good community selling body lotion reasonable price accomodate everyone lovefnb,0.44999999999999996,0.6000000000000001,Positive
718,muthivha run spaza shop lovefnb,0.0,0.0,Neutral
719,saloon ladies wake every morning income big lovefnb,0.0,0.1,Neutral
720,happy birthday khama wish another great year ahead successful season come,0.7833333333333333,0.9,Positive
721,im inspired neighbour mine laundry business started washing machine now owns lovefnb,0.0,0.0,Neutral
722,lovefnb inspire nd wish brand soon,0.0,0.0,Neutral
723,please check dm,0.0,0.0,Neutral
724,years old currently selling fat cakes open bakery lovefnb,0.03333333333333333,0.3666666666666667,Positive
725,currently running beauty salon business creating jobs lovefnb,0.0,0.4,Neutral
726,inspiration im fast food business serve kota delicious food lovefnb,0.6,0.8,Positive
727,lovefnb sister runs restaurant employs local women located pretoria mabopane please support help business grow franchise lovefnb,0.0,0.0,Neutral
728,,0.0,0.0,Neutral
729,runs decoration cake business occasions inspires lot young people neighborhood beautiful work lovefnb,0.475,0.7,Positive
730,organics making amazing moves lovefnb,0.6000000000000001,0.9,Positive
731,im inspired catering business lovefnb,0.0,0.0,Neutral
732,queries weeks ago paypal department another fnblife departments gotten back follow ip time feedback frustrating,-0.2,0.45,Negative
733,lovefnb,0.0,0.0,Neutral
734,lovefnb runs beauty therapy clinic helps young women reach potential,0.05,0.7,Positive
735,luve ealria masoka fouder beauty supply store women colour women colour small start brands big brands provide range products ranging skin care hair care products amp beauty care products lovefnb,-0.125,0.25,Negative
736,selling affordable fruits vegetables lovefnb,0.0,0.0,Neutral
737,luve ealria masoka fouder beauty supply store women colour women colour small start brands big brands provide range products ranging skin care hair care products amp beauty care products lovefnb,-0.125,0.25,Negative
738,doroskin girl hometown polokwane global dreams coming true im inspired lovefnb womensmonth,0.175,0.325,Positive
739,lovefnb runs successful business always makes push success,0.525,0.475,Positive
740,run homemade birthday cakes lovefnb,0.0,0.0,Neutral
741,sister selling spinach sometimes gives people free lovefnb,0.4,0.8,Positive
742,m succeful woman business woman traveling world owned wines rolemodel want help came lovefnb,0.0,0.0,Neutral
743,fnbdolivhuright,0.0,0.0,Neutral
744,im inspired zulu young businesswoman kwesakamthethwa rural area empangeni kzn launched nourish range coldpressed juices means promote healthy living lovefnb,0.19999999999999998,0.3,Positive
745,nail technician offers best service cosmetic brand love lovefnb,0.5333333333333333,0.3,Positive
746,sb thanks much,0.2,0.2,Positive
747,im inspired zulu young businesswoman kwesakamthethwa rural area empangeni kzn launched nourish range coldpressed juices means promote healthy living lovefnb,0.19999999999999998,0.3,Positive
748,lovefnb,0.0,0.0,Neutral
749,lovefnb,0.0,0.0,Neutral
750,lovefnb,0.0,0.0,Neutral
751,female owned farming business hired unemployed women community lovefnb,0.0,0.16666666666666666,Neutral
752,friend colleague runs charity helps kids school uniforms sanitary pads families struggling around soweto gemiston lovefnb,0.0,0.0,Neutral
753,meet amp katlego mailula founders evelyn writing agency lenyenye marcia award winning author book empty pride full price katlego real estate practitioner lovefnb,0.2375,0.525,Positive
754,started mobile laundry service home uses hands wash clothes support order buy washing machine maybe things easy lovefnb,0.43333333333333335,0.8333333333333334,Positive
755,lovefnb portia m owns company produces beauty products south africa really love amp support,0.5,0.6,Positive
756,meet amp katlego mailula founders evelyn writing agency lenyenye marcia award winning author book empty pride full price katlego real estate practitioner lovefnb,0.2375,0.525,Positive
757,lovefnb definitely making moveswhy support hershe full time mum four striving create employment community amp countryshe change wish see othershalala melishiawe see youdoing mostkeep going superwoman,0.175,0.525,Positive
758,love gifts theyre made care lot love try lovefnb,0.5,0.6,Positive
759,friend colleague runs charity helps kids school uniforms sanitary pads families struggling around soweto gemiston lovefnb,0.0,0.0,Neutral
760,im inspire moleko rabbitfarmer company growing rapidly hosts programmes workshops across country start commercial rabbit farming business lovefnb,0.0,0.0,Neutral
761,im inspire daisy moleko rabbitfarmer company growing rapidly hosts programmes workshops across country start commercial rabbit farming business lovefnb,0.0,0.0,Neutral
762,amp sister partnered pnp opened market storethe market called lebo market situated thokoza market pnp supplying productsthey employ localslovefnb,0.0,0.0,Neutral
763,e solve anything,0.0,0.0,Neutral
764,currently selling fruits vegetables support family lovefnb,0.0,0.4,Neutral
765,lovefnb,0.0,0.0,Neutral
766,im inspire maseko khethiwe went domestic worker owning poultry farm gugulam poultry house path anything easy started slept newly built shack chicks keep warm night lovefnb,0.2924242424242424,0.49696969696969695,Positive
767,lovefnb,0.0,0.0,Neutral
768,please respond dm,0.0,0.0,Neutral
769,im inspire khethiwe went domestic worker owning poultry farm gugulam poultry house path anything easy started slept newly built shack chicks keep warm night lovefnb,0.2924242424242424,0.49696969696969695,Positive
770,definitely making moves support full time mum four striving create employment community country change wish see others halala melishia see mostkeep going superwoman,0.175,0.525,Positive
771,lovefnb,0.0,0.0,Neutral
772,lovefnb started photography business shoots borrowing camera lens save husband started making infinity tables kids us covid shorttime,0.0,0.0,Neutral
773,yearoldchef opened bakery home amp used wheelbarrow sell breadshe recently bought bakkie amp now supplies products tuckshops area sells breadrolls now employs people lovefnb,0.0,0.25,Neutral
774,yall serious,-0.3333333333333333,0.6666666666666666,Negative
775,mahlangu role model life dont give lovefnb lovefnb savingsgoals lovefnb lovefnb,0.0,0.0,Neutral
776,im inspired portia mngomezulu now multi million rand business owner sells owns portia m products well lovefnb,0.0,0.0,Neutral
777,portia m products everyone supporting love products seen lot people clear skins using gaining self confidence againlovefnb,0.2833333333333333,0.41111111111111115,Positive
778,horrray,0.0,0.0,Neutral
779,hair jewelry champopo buisness sells great quality everyone must support representing women well lovefnb,0.8,0.75,Positive
780,im inspired portia mngomezulu now multi million rand business owner sells owns portia m products well lovefnb,0.0,0.0,Neutral
781,mahlangu sells delicious achaar determinedshe wake early sell achaar streetsshe making big movesi wish best journey success lovefnb,0.48,0.34,Positive
782,helping children basic computer knowledge free charge realized children struggling varsity loveisnottourism,0.2,0.4625,Positive
783,mahlangu selling atchar price kg kg kg regular garlic garlic chilli hustle doesnt sleep works hard make happen lovefnb,-0.14583333333333334,0.3092948717948718,Negative
784,great products women lingerie beautiful range colors different women skin color lovefnb,0.5499999999999999,0.7833333333333333,Positive
785,lovefnb neighbour tuckshop young started selling house build bigger house turned old house big spaza admire consistency hard work lovefnb,-0.018333333333333333,0.34833333333333333,Negative
786,helping women empowering healthy lovefnb,0.5,0.5,Positive
787,,0.0,0.0,Neutral
788,friend gave took start selling atcher community brackets today bigger warehouse sell atcher bulk deliver anywhere across gautengthese words cousin lovefnb womansmonth,0.0,0.5,Neutral
789,sister started photographer business gives cheap prices work quality recommend anyone lovefnb,0.4,0.7,Positive
790,siya ndevu hair studio lovefnb,0.0,0.0,Neutral
791,know friend renetjie maleka young successful business woman sells cookies streets kotas apparently doesnt twitter account lovefnb,0.3,0.5666666666666668,Positive
792,organics thank products flawless,1.0,1.0,Positive
793,single momstudent hustler everything better life little one lovefnb,0.08035714285714286,0.4047619047619048,Positive
794,mother twins boys lost job hotel started backing back room amazing work business finance still struggle lovefnb,0.30000000000000004,0.45,Positive
795,used sell vegetables wich got inspired decided start business use say never wait someone give u money make lovefnb,0.0,0.0,Neutral
796,sb organics thank,0.0,0.0,Neutral
797,lovefnb hard working women sells makwinya street ms hlongwane knowing wakes support kids school inspired,-0.2916666666666667,0.5416666666666666,Negative
798,lovefnb,0.0,0.0,Neutral
799,portia m one black female owned cosmetic company south africa need supported skin lovefnb,-0.08333333333333333,0.3,Negative
800,za,0.0,0.0,Neutral
801,fierce versatile comes businesses learn moves lovefnb,0.0,0.0,Neutral
802,organics owned liz skincare hair products great customer service culture build around business lovefnb,0.8,0.75,Positive
803,flowas female owned business empowers women florist training academy creating florist giving incredible opportunity women build business lovefnb,0.45,0.5333333333333333,Positive
804,flowas female owned business empowers women florist training academy creating florist giving incredible opportunity women build business lovefnb,0.45,0.5333333333333333,Positive
805,mahlangu hard worker hats lovefnb,-0.2916666666666667,0.5416666666666666,Negative
806,nominate gladys local business farming provides community vegetables lovefnb,0.0,0.0,Neutral
807,amazing will keep mind starting business lovefnb,0.30000000000000004,0.5,Positive
808,lovefnb,0.0,0.0,Neutral
809,brave hardworking lovefnb,0.8,1.0,Positive
810,lovefnb vegetable garden home selling community lowest prices,0.0,0.0,Neutral
811,organics always open questions provide customers fair pricing delivery fees cater everyones skin hair truly amazing lovefnb,0.43333333333333335,0.7666666666666666,Positive
812,sister afternoon information hubfree charge started program realized learners struggles varsity didnt background knowledge using computers lovefnb,0.0,0.0,Neutral
813,definitely mothershe defying odds lovefnb,0.0,0.5,Neutral
814,mom took lost job bought packets chips cigarettes started selling home pavement bought small building selling grocerys right mindset make huge success lovefnb,0.18392857142857144,0.45892857142857146,Positive
815,flowas female owned business empowers women florist training academy creating florist giving incredible opportunity women build business lovefnb,0.45,0.5333333333333333,Positive
816,says bank closes amp gives small businesses lawyers owingoverdraw business accounts yet refuses give overdraft little,-0.21875,0.45,Negative
817,south african lady needs support lovefnb,0.0,0.0,Neutral
818,hi please help getting otp online banking yesterday issue,0.0,0.0,Neutral
819,woman nje superpower imagine sebay ke femaleowned businesses making moves everyone support tag tell us tweet amp comment using lovefnb amp gift vouchers worth,0.3,0.1,Positive
820,discovery bank come,0.0,0.0,Neutral
821,hi please provide us van bank mobile mega city plzz fnb im customer,0.0,0.0,Neutral
822,lovefnb,0.0,0.0,Neutral
823,lovefnb,0.0,0.0,Neutral
824,fair points suppose isnt even fnb thing website thing really need many ads,0.4666666666666666,0.5333333333333333,Positive
825,lovefnb thechangeables fnb help save work wisely money budget,0.7,0.9,Positive
826,good bye hellow capitec authorizing debit checks things finished paying ages ago now active years client call quit,0.2833333333333333,0.6000000000000001,Positive
827,website going code many ads prefer ad waaaay better ad sizes different message imo,0.3333333333333333,0.5333333333333333,Positive
828,im already process switching fnb taking us poes,0.0,0.0,Neutral
829,lovefnb,0.0,0.0,Neutral
830,rosey springfield panelbeaters durban founder women fire great empower females male dominated environments building women right way equals men theyre seen feel lovefnb,0.36190476190476195,0.4619047619047619,Positive
831,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb womensmonth,0.175,0.325,Positive
832,mokgoko hi emily thank getting touch bringing matter attention apologies inconvenience caused please provide us makro card number contact details advise makro store took place,0.0,0.0,Neutral
833,doroskin doro mongy girl hometown polokwane globalearth globe europeafrica dreams coming true im inspired lovefnb womensmonth,0.35,0.65,Positive
834,lovefnb,0.0,0.0,Neutral
835,doroskin doro mongy girl hometown polokwane globalearth globe europeafrica dreams coming true im inspired lovefnb womensmonth,0.35,0.65,Positive
836,ebucks go earning average ebucks rewards now earning always managed remain level now level disappointed may time switch banks,-0.45,0.575,Negative
837,hooraykeep going keep growingyou imbokodo,0.0,0.0,Neutral
838,fnb cant tell,0.0,0.0,Neutral
839,long payapl refund transaction reflects back account transaction completed,-0.025,0.2,Negative
840,lovefnb,0.0,0.0,Neutral
841,worked ears ebucks new allocations happy points funeral plan allocated nav smart budget available penalised,0.3876623376623377,0.6243506493506493,Positive
842,thechangeables lovefnb,0.0,0.0,Neutral
843,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb womensmonth,0.175,0.325,Positive
844,lovefnb philile msomi baker talented amp inspiring love work,0.5666666666666667,0.8333333333333334,Positive
845,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb womensmonth,0.175,0.325,Positive
846,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb,0.175,0.325,Positive
847,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb,0.175,0.325,Positive
848,good idea lovefnb,0.7,0.6000000000000001,Positive
849,thought site,0.0,0.0,Neutral
850,lovefnb,0.0,0.0,Neutral
851,ceo founder nomthandazo judith moralo,0.0,0.0,Neutral
852,believe advertisement try understand business customers needs business false business take hours go branch simple transaction ridiculous business bankers waste time money,-0.23333333333333334,0.48928571428571427,Negative
853,second half savings towards vacation lovefnb,-0.08333333333333333,0.08333333333333333,Negative
854,lovefnb,0.0,0.0,Neutral
855,great news lovefnb,0.8,0.75,Positive
856,great move new collective home loan product type innovation needed address inequality investment homeownership,0.4681818181818182,0.6022727272727273,Positive
857,love lovefnb,0.5,0.6,Positive
858,saving fees savingsgoals lovefnb,0.0,0.0,Neutral
859,lovefnb,0.0,0.0,Neutral
860,doroskin doromongy girl hometown polokwane global dreams coming true im inspired lovefnb,0.175,0.325,Positive
861,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb,0.175,0.325,Positive
862,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb,0.175,0.325,Positive
863,mean little much dont think,-0.09999999999999999,0.46249999999999997,Negative
864,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb,0.175,0.325,Positive
865,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb,0.175,0.325,Positive
866,doroskin doro mongy girl hometown polokwane global dreams coming true im inspired lovefnb,0.175,0.325,Positive
867,lovefnb student saving pay fees textbooks want start debt free,0.4,0.8,Positive
868,lovefnb saving towards greenhouse vegetarians decided love organic lifestyle gardening therapeutic love grow fruit veg herbs savingsgoals,0.5,0.6,Positive
869,aibo whats going ebucks little trying follow requirements mxm,-0.1875,0.5,Negative
870,,0.0,0.0,Neutral
871,must call loans team must touch ive calling past months noone proof took loan banking ombudsman next,-0.125,0.125,Negative
872,lovefnb really convenient,0.2,0.2,Positive
873,got cant even see calculated used show worth anymore,0.3,0.1,Positive
874,rubbish dont give home loans self employed women u give loans employ regular salary stop pretending care,0.0,0.07692307692307693,Neutral
875,lovefnb,0.0,0.0,Neutral
876,hooray,0.0,0.0,Neutral
877,lovefnb wonderful,1.0,1.0,Positive
878,says good idea says bad isi dont trust fnb,5.551115123125783e-17,0.6333333333333333,Positive
879,lovefnb,0.0,0.0,Neutral
880,caren meyer opened daily coffee cafe kathu years ago lovefnb,0.0,0.0,Neutral
881,thank helping initial point dont worry ive got purple package discovery dont need worry communist morons think earn least agree cant account afford bank charges,-0.3666666666666667,0.4666666666666666,Negative
882,woman selling vegetables planted back yard lovefnb,0.0,0.0,Neutral
883,go open see qualify,0.0,0.5,Neutral
884,qualification criteria fnb private wealth,0.0,0.375,Neutral
885,still havent got ebucks august longer getting app sms notifications days now fnb end road must look new bank,0.13636363636363635,0.45454545454545453,Positive
886,lovefnb,0.0,0.0,Neutral
887,dont even know dont type account qualification criteria,0.0,0.0,Neutral
888,lovefnb started woman passion educate local communities mental health risks chronic illnesses,-0.05,0.1,Negative
889,ref pop kasiecustodian,0.0,0.0,Neutral
890,lovefnb,0.0,0.0,Neutral
891,sthera stays till another ewallet itll keep adding cash till withdraw,0.0,0.0,Neutral
892,belongs mxit one,0.0,0.0,Neutral
893,jewellery store owned inspires lovefnb,0.0,0.0,Neutral
894,lovefnb,0.0,0.0,Neutral
895,person owned smartphone year ago,0.0,0.0,Neutral
896,good morning yesterday went one branches galleria mall accompanying one grandmother friends im sure didnt rate consultant love rate star name andile mgobhozi,0.5666666666666667,0.6962962962962963,Positive
897,lovefnb,0.0,0.0,Neutral
898,lamola got financed week racist rupert bank good rates nice termsapplication easy phone bundle formsunfortunately looked self loving ret bank couldnt find itthank,0.5833333333333333,0.8458333333333334,Positive
899,need new phone xmas best order now service bad youll end getting come xmas bad customerservice hey guys able send phone faster beat weeks support,0.04727272727272731,0.5425757575757576,Positive
900,unfriendly colour embossing details cards death funeral premier card pri ting wont last embossed will replaced expity blind people friendly untested idea incompetand marketing dept staf,-0.041666666666666664,0.41111111111111115,Negative
901,mahlangu dont even write anything please go page see amazing lovefnb,0.6000000000000001,0.9,Positive
902,sa oh thank much brother now know future purposes,0.1,0.1625,Positive
903,lovefnb,0.0,0.0,Neutral
904,local takeaway area lady started cooking house went big now shop busy food yummy lovefnb,0.03333333333333333,0.13333333333333333,Positive
905,local takeaway area lady started cooking house went big now shop busy food yummylovefnb,0.03333333333333333,0.13333333333333333,Positive
906,local takeaway areaa lady started cooking house went bigshe now shop busy food yummylovefnb,0.05,0.15,Positive
907,local takeaway areaa lady started cooking house went bigshe now shop busy food yummy lovefnb,0.05,0.15,Positive
908,lovefnb saving buy equipments business,0.0,0.0,Neutral
909,local takeaway areaa lady started cooking house went bigshe now shop busy food yummylovefnb,0.05,0.15,Positive
910,lovefnb,0.0,0.0,Neutral
911,neighbour inspires bakes cakes occation works home businness well lovefnb,0.0,0.0,Neutral
912,neighbour inspires bakes cakes occationshe works home businness well lovefnb,0.0,0.0,Neutral
913,neighbour inspires bakes cakes occation works home businness well lovefnb,0.0,0.0,Neutral
914,lovefnb,0.0,0.0,Neutral
915,hooray,0.0,0.0,Neutral
916,wtf possible earn ebucks compared previous month spend ebucks level previous month lost ebucks,-0.20833333333333331,0.5833333333333333,Negative
917,lovefnb,0.0,0.0,Neutral
918,minimum wage assumptions way life see,0.0,0.0,Neutral
919,tell profile picture bru carry private wealth account youre minimum wage,0.0,0.375,Neutral
920,youre right two degrees uct make matricless wait julius fart know youre allowed wake,0.2857142857142857,0.5357142857142857,Positive
921,lovefnb,0.0,0.0,Neutral
922,lovefnb,0.0,0.0,Neutral
923,sthera thats works king well atleast thats know s s,0.0,0.0,Neutral
924,hhayi man mike,0.0,0.0,Neutral
925,call iphantakazi woman inspired im selling clothes every time feel giving people dont buy go tl know will motivated lovefnb,0.0,0.0,Neutral
926,coming moneywebnow podcast bhekimkhize new series clean energy water conservation etns managing offshore portfolio livestream podcast businessnews,0.2515151515151515,0.5772727272727273,Positive
927,lovefnb forget mother kumkanikazi queen raised started business vetkoek amagwinya sell street wake every money buy food woman inspire every day,0.0,0.0,Neutral
928,wwwwwww qqqqqq,0.0,0.0,Neutral
929,x,0.0,0.0,Neutral
930,private wealth,0.0,0.375,Neutral
931,iris motau certified lifecoach inspiring women absolute best especially passionate young future female leaders sa lot pro bono work reach iris motau linkedin lovefnb,0.24285714285714285,0.5559523809523809,Positive
932,lovefnb,0.0,0.0,Neutral
933,lovefnb,0.0,0.0,Neutral
934,mother fashion designer lovefnb,0.0,0.0,Neutral
935,loveisland boks argentina,0.0,0.0,Neutral
936,lovfnb,0.0,0.0,Neutral
937,lovefnb shereensyzygy woman strenght,0.0,0.0,Neutral
938,helloid donations help friend need got hit car live alonethe money will help groceries toiletries medical check ups till gets government assistance,0.06818181818181818,0.25,Positive
939,team lovefnb veryvery best saving much home needs serious maintenance work done never enough money,0.21666666666666667,0.41666666666666663,Positive
940,lovefnb,0.0,0.0,Neutral
941,lovefnb,0.0,0.0,Neutral
942,awesome lovefnb,1.0,1.0,Positive
943,saving towards purchasing laptop online studying lovefnb,0.0,0.0,Neutral
944,lovefnb lovefnb lovefnb lovefnb lovefnb,0.0,0.0,Neutral
945,lovefnb lovefnb lovefnb lovefnb,0.0,0.0,Neutral
946,lovefnb lovefnb,0.0,0.0,Neutral
947,lovefnb,0.0,0.0,Neutral
948,ive always suspect regards reporting recent expos involving vbs fraud amp firstrand fnb private wealth accounts highlights cosy relationship public corruption amp private banks sa,0.0,0.26666666666666666,Neutral
949,ngc replying say shouldnt mentioned person failed matric really dont never wanted offend say feeling moment hope now okay will forever respect opinion,0.06666666666666667,0.3333333333333333,Positive
950,lovefnb,0.0,0.0,Neutral
951,love fnb,0.5,0.6,Positive
952,struggling link paypal account fnb app keep going forex check paypal options,0.0,0.0,Neutral
953,maximum people,0.0,0.0,Neutral
954,nominate mom pearl started business selling pap local shisanyama amp scones put food table losing job now kitchen operating home selling home cooked meals fast foods amp catering lovefnb,0.1,0.3,Positive
955,hooray,0.0,0.0,Neutral
956,sew love crafting ive small two business running still finishing diploma,0.125,0.5,Positive
957,great,0.8,0.75,Positive
958,e mrena forgot username dont know reset,0.0,0.0,Neutral
959,mom lovefnb,0.0,0.0,Neutral
960,hoe work,0.0,0.0,Neutral
961,lovefnb ausi dali,0.0,0.0,Neutral
962,way fed ebucks month,0.0,0.0,Neutral
963,become norm toxic app maybe shehe matricless,0.0,0.0,Neutral
964,costa argues something knows fokol,0.0,0.0,Neutral
965,one closed within months yes broke church mouse,-0.1,0.1,Negative
966,lovefnb,0.0,0.0,Neutral
967,lovefnb,0.0,0.0,Neutral
968,lovefnb,0.0,0.0,Neutral
969,lovefnb,0.0,0.0,Neutral
970,lovefnb,0.0,0.0,Neutral
971,lovefnb,0.0,0.0,Neutral
972,lovefnb,0.0,0.0,Neutral
973,lovefnb,0.0,0.0,Neutral
974,came fucking disaster went receiving worth ebucks,-0.15,0.45,Negative
975,lovefnb,0.0,0.0,Neutral
976,sa trying purchase prepaid electricity pm banking app transaction unsuccessful eskom issue,0.0,0.0,Neutral
977,happening electricity purchase app,0.0,0.0,Neutral
978,lovefnb,0.0,0.0,Neutral
979,one days winner best lovefnb,1.0,0.3,Positive
980,women life taught save future invest necessary think kids getting younger,0.0,0.375,Neutral
981,lovefnb,0.0,0.0,Neutral
982,something app,0.0,0.0,Neutral
983,lovefnb owner kasiflava food joint meadowlands soweto sometimes provide food community event meeting amazing successful businesswoman,0.675,0.925,Positive
984,lovefnb,0.0,0.0,Neutral
985,lovefnb,0.0,0.0,Neutral
986,story life,0.0,0.0,Neutral
987,yrs old woman passionate enough comes building contraction company,0.016666666666666666,0.5166666666666667,Positive
