date,cleaned_tweet,polarity,subjectivity,Sentiment,username,Base_tweet,language,hashtags,retweet_id,reply_to,nlikes,search,Bank,mean,rolling
2021-09-01 16:00:42,hey sounds scam report stop alert customers,0.0,0.0,Neutral,Buhlebethu_,"Hey @FNBSA it sounds like a scam, where do I report or how do we stop them and alert other customers?",en,[],,[],0,FNBSA,FNB,0.075537785660469,0.075537785660469
2021-09-01 16:00:50,data electricity airtime,0.0,0.0,Neutral,RekhaRamkissoo1,@FNBSA #LoveFNB Data Electricity Airtime,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.0754742016658053,0.0754742016658053
2021-09-01 16:01:25,airtime,0.0,0.0,Neutral,RekhaRamkissoo1,@FNBSA #LoveFNB Airtime,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.07541072462487527,0.07541072462487527
2021-09-01 16:01:37,electricity,0.0,0.0,Neutral,RekhaRamkissoo1,@FNBSA #LoveFNB Electricity,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.07534735426804764,0.07534735426804764
2021-09-01 16:01:42,fnb shares trading platform problematic updating mornings one shares disappeared platform called ask said theyre escalating still waiting promised response sservice delivery worse municipalities,-0.4,0.6,Negative,MalAgendas2Fall,@FNBSA FNB Shares Trading Platform is problematic. Its updating? most mornings. One of my shares disappeared off the platform. I called to ask about this. Said they're escalating. Still waiting for promised response. sService delivery worse than  municipalities,en,[],,[],0,FNBSA,FNB,0.07494823810157573,0.07494823810157573
2021-09-01 16:03:00,back now try live though standard bank really civil last year hard lockdowns tree bank closed business accounts handed us legal firms recover bank charges good dinasour fumbling,0.09385521885521884,0.24537037037037035,Positive,Mbuszo,"@Rolivhuwa They are back up now. I can try live with this though, Standard Bank really were civil last year during the hard lockdowns. The tree bank closed all our business accounts and handed us to legal firms to recover their bank charges. So I am good with the dinasour and its fumbling.",en,[],,"[{'screen_name': 'Rolivhuwa', 'name': 'Roli', 'id': '62003825'}]",1,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07496409966261067,0.07496409966261067
2021-09-01 16:03:33,nedbank mobi money scam,0.0,0.0,Neutral,jabulankomo,Nedbank Mobi money is a scam,en,[],,[],0,Nedbank,Nedbank,0.0749012630325498,0.0749012630325498
2021-09-01 16:04:46,happy th birthday thank supporting changing children youth lives decade,0.525,0.625,Positive,ReflectLearnSA,Happy 11th Birthday to @ProjPlayground. Thank you for supporting and changing children and youth's lives for over a decade. @SBGTraderZA @StandardBankZA   https://t.co/emZmcgLcWq,en,[],,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07527823014893796,0.07527823014893796
2021-09-01 16:05:17,omw inboxed,0.0,0.0,Neutral,speciallady87,@FNBSA Omw....... I inboxed you ❤️❤️❤️❤️❤️,en,[],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.07521523581408529,0.07521523581408529
2021-09-01 16:05:25,download must go standard bank branch cause app must link card start using app will receiving competitions massages play competitions win,0.4,0.2,Positive,MbongiThe,@VersatileMan26 Download it after that you must go to any standard bank branch cause your app must be link with your card and after that start using your app and you will be receiving competitions massages and play those competitions so you can win,en,[],,"[{'screen_name': 'VersatileMan26', 'name': 'Versatile', 'id': '1387906984775766017'}]",1,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07548679498146482,0.07548679498146482
2021-09-01 16:08:04,wanna send big thank lady name queen motha southgate mall branch kind assisted care respect even went extra mile let even branch closing already understood setuation let,0.19999999999999998,0.3666666666666667,Positive,Kwenzamusic,@Nedbank just wanna send a big thank you to the lady by the name: Queen Motha   In Southgate mall branch for being so kind and assisted me with care and respect. She even went extra mile to let me in even the branch was closing already but she understood my setuation an let me in,en,[],,[],0,Nedbank,Nedbank,0.075590816038289,0.075590816038289
2021-09-01 16:09:15,withdraw cash shoprite checkersspar shop convenient easy,0.43333333333333335,0.8333333333333334,Positive,wirmpiep,@FNBSA #LoveFNB   I withdraw cash@till at Shoprite/ Checkers/Spar when I shop. It's convenient and easy.👏,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.07588943249679905,0.07588943249679905
2021-09-01 16:09:19,got yay tell won step entered another comp,0.0,0.0,Neutral,speciallady87,@FNBSA @SekeleLovers I also got this yay❤️❤️❤️❤️ can you tell me what you have won or is it a step to be entered into another comp?,en,[],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}, {'screen_name': 'SekeleLovers', 'name': 'lerato lovers sekele', 'id': '3351713559'}]",0,FNBSA,FNB,0.07582613855810282,0.07582613855810282
2021-09-01 16:10:32,withdraw cash shoprite checkersspar shop convenient easy,0.43333333333333335,0.8333333333333334,Positive,janse_cindy,@FNBSA #LoveFNB   I withdraw cash@tills at Shoprite/ Checkers/Spar when I shop. It's convenient and easy.👏,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.07612406122041551,0.07612406122041551
2021-09-01 16:11:18,standard banks tips caught scammers,0.0,0.0,Neutral,thenewsyard,Standard Bank’s tips on how not to get caught by scammers  https://t.co/HEsdAlNYln,en,[],,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07606067732264664,0.07606067732264664
2021-09-01 16:11:19,standard banks tips caught scammers,0.0,0.0,Neutral,galla_go,Standard Bank’s tips on how not to get caught by scammers  https://t.co/g8ksCfh1b4,en,[],,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07599739888893395,0.07599739888893395
2021-09-01 16:11:20,standard banks tips caught scammers,0.0,0.0,Neutral,newsbht1,Standard Bank’s tips on how not to get caught by scammers  https://t.co/IQzmjrJeMD,en,[],,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07593422565627482,0.07593422565627482
2021-09-01 16:11:28,withdraw cash shoprite checkersspar shop convenient easy,0.43333333333333335,0.8333333333333334,Positive,AnnaMariePreto4,@FNBSA #LoveFNB   I withdraw cash@tills at Shoprite/ Checkers/Spar when I shop. It's convenient and easy.👏,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.0762310687689634,0.0762310687689634
2021-09-01 16:12:01,rewards program truly gift keeps giving every month end happy end thanks account,0.5,0.6,Positive,King_Siya_,The #UCount rewards program truly is the gift that keeps on giving. Every month end is a happy end thanks to my @StandardBankZA account 😍🤸,en,['ucount'],,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07658274423056594,0.07658274423056594
2021-09-01 16:13:43,banking apps crash st new month standard bank,0.06818181818181818,0.22727272727272727,Positive,TjaarlsDavis,Do all banking apps crash on the 1st of the new month or is it just Standard Bank?,en,[],,[],1,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07657577828856862,0.07657577828856862
2021-09-01 16:13:49,ivan dsd rsa used standard bank,0.0,0.0,Neutral,TonySithole4,@Njabulo11947093 @Dunani_Ivan @OfficialSASSA @Newzroom405 @The_DSD @nda_rsa @PostofficeSa I also used standard bank,en,[],,"[{'screen_name': 'Njabulo11947093', 'name': 'Njabulo', 'id': '1226102519568519169'}, {'screen_name': 'Dunani_Ivan', 'name': 'November Man', 'id': '1013416518212874241'}, {'screen_name': 'OfficialSASSA', 'name': 'SASSA', 'id': '3065881695'}, {'screen_name': 'Newzroom405', 'name': 'Newzroom Afrika', 'id': '1085786884566118400'}, {'screen_name': 'The_DSD', 'name': 'Social Development', 'id': '3069374368'}, {'screen_name': 'nda_rsa', 'name': 'NDA-RSA', 'id': '1443627842'}, {'screen_name': 'PostofficeSa', 'name': 'SA Post Office', 'id': '725602711668973569'}]",0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07651233522453502,0.07651233522453502
2021-09-01 16:19:18,cant believe nedbank solved issue within hours meltdown honestly best bank south africa,1.0,0.3,Positive,fatsjb17,I can’t believe nedbank solved my issue within hours of me having a meltdown . Honestly the best bank in South Africa🤗🤗🤗,en,[],,[],0,Nedbank,Nedbank,0.0772768117682233,0.0772768117682233
2021-09-01 16:21:20,say unfortunately payment declined trying pay website card allowed make online purchases checked first time perform transaction,-0.125,0.6666666666666666,Negative,S_Mashibini,@StandardBankZA It just say ''Unfortunately your payment has been declined. I am trying to pay from @rainSouthAfrica website. My card is allowed to make online purchases. I have checked and it is not the first time I perform this transaction.  https://t.co/1wWOiqSxaf,en,[],,"[{'screen_name': 'StandardBankZA', 'name': 'StandardBankZA', 'id': '56980888'}]",0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07710950257734803,0.07710950257734803
2021-09-01 16:21:29,yar,0.0,0.0,Neutral,jessyboySA,@c_yar1 @FNBSA 🤣🤣🤣🤣,und,[],,"[{'screen_name': 'c_yar1', 'name': '#USiya❄', 'id': '2801381572'}, {'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.07704577571571385,0.07704577571571385
2021-09-01 16:21:38,thanks update sure delete app start,0.35,0.5444444444444444,Positive,Mgcini89675020,"@StandardBankZA Thanks for the update but am not so sure, if i can delete the app and start again.  https://t.co/iQ9tHSXDxT",en,[],,"[{'screen_name': 'StandardBankZA', 'name': 'StandardBankZA', 'id': '56980888'}]",0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.077271171441795,0.077271171441795
2021-09-01 16:23:03,hsbc wrongly offers standard bank accounts applied student account,0.05,0.0,Positive,rodericus69,HSBC wrongly offers standard bank accounts to some who applied for its student account  https://t.co/qHjAKkOg8j,en,[],,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07724867047525887,0.07724867047525887
2021-09-01 16:23:15,offense reserved standard bank employees fnb maaybe nedbank eseng capitec guys,0.0,0.0,Neutral,se_mnandi,"@_ThatoN No offense but this should be reserved for Standard Bank employees, FNB, maaybe Nedbank eseng Capitec guys  https://t.co/2aiLI6pQjR",en,[],,"[{'screen_name': '_ThatoN', 'name': '_Thato.n †', 'id': '1360503101048946689'}]",12,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07718498649300391,0.07718498649300391
2021-09-01 16:23:15,offense reserved standard bank employees fnb maaybe nedbank eseng capitec guys,0.0,0.0,Neutral,se_mnandi,"@_ThatoN No offense but this should be reserved for Standard Bank employees, FNB, maaybe Nedbank eseng Capitec guys  https://t.co/2aiLI6pQjR",en,[],,"[{'screen_name': '_ThatoN', 'name': '_Thato.n †', 'id': '1360503101048946689'}]",12,Nedbank,Nedbank,0.07712140742669996,0.07712140742669996
2021-09-01 16:24:21,tell money sent foreign scam account,-0.125,0.125,Negative,sthehpearlzulu,@Nedbank @Nedbank  how do I tell if a money sent to me from Foreign is not a scam  to to my account.,en,[],,"[{'screen_name': 'Nedbank', 'name': 'Nedbank', 'id': '349804439'}]",0,Nedbank,Nedbank,0.07695505235885905,0.07695505235885905
2021-09-01 16:26:33,cash hassle free,0.4,0.8,Positive,Maxine17849878,@FNBSA Get cash hassle free #LoveFNB,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.07722071432237973,0.07722071432237973
2021-09-01 16:27:11,worst bank will block people accounts ask got loan loan coming check everyone crying rubbish internet banking link card amp block,-0.6,0.8,Negative,Lubahdiva,@StandardBankZA is the worst bank ever. They will block people's accounts and ask you were you got your loan from when the loan is coming from them. If you check @hellopetercom everyone is crying about their rubbish internet banking. You link your card &amp; they block it. Why?,en,[],,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07666424701398009,0.07666424701398009
2021-09-01 16:28:18,inbox please need ask questions,0.0,0.0,Neutral,speciallady87,@FNBSA @BasetsaneMatro1 Can you inbox me please. I need to ask you a few questions ❤️❤️❤️,en,[],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}, {'screen_name': 'BasetsaneMatro1', 'name': 'Basetsane Matrose', 'id': '1422113652497436672'}]",1,FNBSA,FNB,0.07660130428244151,0.07660130428244151
2021-09-01 16:28:22,better go services literally keeps waiting long leaves without response services never resolves issues,0.225,0.45,Positive,imsubramanyam,Better do not go with @FNBSA for any services. They literally keeps you waiting for long and leaves you without any response on services and never resolves your issues.  https://t.co/Q2ir9jtk6G,en,[],,[],0,FNBSA,FNB,0.0767230423429153,0.0767230423429153
2021-09-01 16:28:40,livedj builds atms per branch,0.0,0.0,Neutral,Bheeybs,@Tumelomodiselle @C_liveDj @CulpritEnter @FNBSA just builds 20 ATMs per branch .. 🤌🏿🤌🏿🤣  https://t.co/cKbfwWjlrM,en,[],,"[{'screen_name': 'Tumelomodiselle', 'name': 'aminoacid', 'id': '419446494'}, {'screen_name': 'C_liveDj', 'name': 'Hey Black Girl', 'id': '16517479'}, {'screen_name': 'CulpritEnter', 'name': 'uMfokaPhindangene', 'id': '41104222'}]",0,FNBSA,FNB,0.07666015460328997,0.07666015460328997
2021-09-01 16:29:11,helps save withdrawal,0.0,0.0,Neutral,Parody_Persona,@FNBSA It helps me save on withdrawal #LoveFNB,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.07659736987388514,0.07659736987388514
2021-09-01 16:30:21,cash tills great lifesaver always comes rescue youre need,0.8,0.75,Positive,Peter60927398,@FNBSA Cash at tills is a great lifesaver it always comes to the rescue when you're need it the most. #FNBSA,en,['fnbsa'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.0771893523862633,0.0771893523862633
2021-09-01 16:31:22,recently faced rejection applying uk student bank account offered standard bank account instead learnt subject processing error heres,-0.05555555555555555,0.19444444444444442,Negative,JamesFlanderss,"Have you recently faced rejection after applying for a @HSBC_UK Student Bank Account? And if you were offered a Standard Bank Account instead, @MoneySavingExp has learnt that you could have been subject to a processing error. Here’s what you can do:  https://t.co/aT3fE1irL7",en,[],,[],1,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07708081198729207,0.07708081198729207
2021-09-01 16:31:30,kept queue without listening query,0.0,0.0,Neutral,imsubramanyam,Again kept me in queue without listening my query. @FNBSA  https://t.co/x4lEFUDht8,en,[],,[],0,FNBSA,FNB,0.07701783746769461,0.07701783746769461
2021-09-01 16:32:42,good day mr moyo thank writing us prepaid mastercard offered existing clients kindly provide email address send requirements forms nc,0.6499999999999999,0.75,Positive,NedbankZimbabwe,@PitaBlacksmith Good day Mr Moyo. Thank you for writing to us. We do have a prepaid Mastercard offered to our existing clients. Kindly provide your email address so we can send you requirements and forms. nc,en,[],,"[{'screen_name': 'PitaBlacksmith', 'name': 'Peter Moyo weShurugwi', 'id': '1425084273518915586'}]",1,Nedbank,Nedbank,0.07748557800853731,0.07748557800853731
2021-09-01 16:34:08,debit master card,0.0,0.0,Neutral,S_Mashibini,@StandardBankZA Debit Master card,en,[],,"[{'screen_name': 'StandardBankZA', 'name': 'StandardBankZA', 'id': '56980888'}]",0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07742237606888923,0.07742237606888923
2021-09-01 16:34:18,one thing ive noticed youll go banking issue resolved,0.0,0.0,Neutral,_Phumz,"One thing I've noticed about @Nedbank, you'll go through the most before a banking issue is resolved.",en,[],,[],0,Nedbank,Nedbank,0.07735927714788769,0.07735927714788769
2021-09-01 16:35:02,saves time killing birds one stone getting groceries pocket money,0.0,0.0,Neutral,Veli_Macd,"@FNBSA It saves time, killing 2 birds with one stone getting groceries and Pocket money #LoveFNB",en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.07729628099385848,0.07729628099385848
2021-09-01 16:38:30,inconvenient saves time,-0.6,1.0,Negative,RSpikiri,@FNBSA Very inconvenient and saves time. #LoveFNB,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.07674518556587323,0.07674518556587323
2021-09-01 16:39:04,status quo,0.0,0.0,Neutral,KaraboAshlerm,@StandardBankZA Status quo?,en,[],,"[{'screen_name': 'StandardBankZA', 'name': 'StandardBankZA', 'id': '56980888'}]",0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07668279110606359,0.07668279110606359
2021-09-01 16:40:01,hi help never experience want clients please dm us details may matter addressed,0.0,0.0,Neutral,Nedbank,@MandyG_04 Hi there :) we would like to help. This is never the experience we want for our clients. Please DM us your details so we may have this matter addressed💚,en,[],,"[{'screen_name': 'MandyG_04', 'name': 'DripDonDada', 'id': '66988106'}]",0,Nedbank,Nedbank,0.07662049801824387,0.07662049801824387
2021-09-01 16:42:23,ame,0.0,0.0,Neutral,judypadayachee,@FNBSA @Kantar_AME #LoveFNB,und,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}, {'screen_name': 'Kantar_AME', 'name': 'Kantar Africa & Middle East', 'id': '1197486460997439489'}]",0,FNBSA,FNB,0.07655830605556672,0.07655830605556672
2021-09-01 16:42:39,please bring back avis point point,0.0,0.0,Neutral,_Sbu27,@FNBSA please bring back Avis Point to Point 🙏🏾,en,[],,[],0,FNBSA,FNB,0.07649621497198557,0.07649621497198557
2021-09-01 16:44:04,please enable apple pay,0.0,0.0,Neutral,lewangoalski_9_,@StandardBankZA Please enable Apple Pay.,en,[],,"[{'screen_name': 'StandardBankZA', 'name': 'StandardBankZA', 'id': '56980888'}]",0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07643422452225139,0.07643422452225139
2021-09-01 16:44:21,wife needed cash mall pay something went pick pay got cash pick n pay went cashier draw less seconds got cash,-0.16666666666666666,0.06666666666666667,Negative,Shameeg87,@FNBSA My wife needed cash while at the mall to pay for something. I just went to pick pay and I got her the cash we were at pick n pay when I went to the cashier to draw. It was less than 45 seconds and I got the cash. #LoveFNB ❤️,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.07623738169537776,0.07623738169537776
2021-09-01 16:44:40,ubuntu best describes helphumanity besthelping someone food clothes greatest value life,1.0,0.65,Positive,Juandre12k,"@FNBSA Ubuntu Best Describes Help.,.humanity at its best....Helping someone with food or clothes is the Greatest value in Life❤️",en,[],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.0769847624545239,0.0769847624545239
2021-09-01 16:44:51,cancel greenbacks keep taking money dont even remember signing,0.0,0.0,Neutral,RonaldShogole,"@Nedbank , how to cancel greenbacks ?  You keep on taking my money while I don’t even remember signing up for this 🤷🏾‍♂️",en,[],,[],0,Nedbank,Nedbank,0.07692252739999315,0.07692252739999315
2021-09-01 16:46:15,long atm deposit nonfnb account take reflect bank account different bank,-0.025,0.5,Negative,Blingprinces002,@FNBSA How long does an ATM deposit to a non-FNB account take to reflect into the other bank account of a different bank?,en,[],,[],0,FNBSA,FNB,0.07684019902567975,0.07684019902567975
2021-09-01 16:47:48,hi thank much got money,0.2,0.2,Positive,Brix891,@StandardBankZA Hi. Thank you so much.  We got the money.,en,[],,"[{'screen_name': 'StandardBankZA', 'name': 'StandardBankZA', 'id': '56980888'}]",0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07693960160919414,0.07693960160919414
2021-09-01 16:48:30,guys experiencing challenges processing instant payments today,0.0,0.6666666666666666,Neutral,DrLeroyMuguti,@StandardBankZA are you guys experiencing challenges processing instant payments from @FNBSA today?,en,[],,[],1,FNBSA,FNB,0.07687755354338027,0.07687755354338027
2021-09-01 16:48:30,guys experiencing challenges processing instant payments today,0.0,0.6666666666666666,Neutral,DrLeroyMuguti,@StandardBankZA are you guys experiencing challenges processing instant payments from @FNBSA today?,en,[],,[],1,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07681560547444927,0.07681560547444927
2021-09-01 16:50:39,dleker fierce capitec screenshot iphone android,0.0,0.0,Neutral,NankuLona,@dlope_dleker @aviwemg @IAmExcellent_ @LuyoloThando @Madem_Fierce @Zinhleputinn @Nedbank Capitec does screenshot on an iPhone not android,en,[],,"[{'screen_name': 'dlope_dleker', 'name': 'O di bala byang?💁🏿\u200d♂️', 'id': '281919872'}, {'screen_name': 'aviwemg', 'name': 'Kareless', 'id': '1642777782'}, {'screen_name': 'IAmExcellent_', 'name': 'ExcellentMkhonto♋', 'id': '497916383'}, {'screen_name': 'LuyoloThando', 'name': 'Thando Noganta', 'id': '1337631695206539265'}, {'screen_name': 'Madem_Fierce', 'name': 'Fierce', 'id': '1060666167872905218'}, {'screen_name': 'Zinhleputinn', 'name': 'Zinhle 🕊', 'id': '1391812757809414150'}, {'screen_name': 'Nedbank', 'name': 'Nedbank', 'id': '349804439'}]",1,Nedbank,Nedbank,0.07675375716086275,0.07675375716086275
2021-09-01 16:51:52,sunday made transaction receive pop monday today made transaction calls many attempts receiving pop nothing yet come dissapointed lost lot money see deal flopped dismal service,0.5,0.5,Positive,Xanele,"@Nedbank Sunday I made a transaction, only to receive POP on Monday. Today at 5am I made a transaction, after 8 calls and many attempts at receiving POP nothing is yet to come. I am dissapointed as I lost a lot of money to see a deal through and it flopped because of your dismal service.",en,[],,"[{'screen_name': 'Nedbank', 'name': 'Nedbank', 'id': '349804439'}]",0,Nedbank,Nedbank,0.07709426097650164,0.07709426097650164
2021-09-01 16:52:29,cash simple n fast que atm line,0.1,0.47857142857142854,Positive,TeeceeN,@FNBSA Cash@till it's simple n fast than que the ATM line #LoveFNB,en,['lovefnb'],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.07711267394999319,0.07711267394999319
2021-09-01 16:53:39,standard banks tips caught scammers,0.0,0.0,Neutral,newsbht1,Standard Bank’s tips on how not to get caught by scammers  https://t.co/bnl7sm6WA8,en,[],,[],1,"StandardBankZA OR ""Standard Bank""",StandardBank,0.0770507360592703,0.0770507360592703
2021-09-01 16:55:17,dunno retarded dave guo taking standard bank around baby books voodoo everyone hair bunch people running crazy,-0.4666666666666666,0.5666666666666668,Negative,Junior08790429,Dunno the retarded Dave guo taking standard bank around baby books doing voodoo everyone's hair bunch of all the people running crazy.,en,[],,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07661436575210663,0.07661436575210663
2021-09-01 16:57:03,sent dm,0.0,0.0,Neutral,JackySelebi,@FNBSA I sent you a dm,en,[],,[],0,FNBSA,FNB,0.07655292680603437,0.07655292680603437
2021-09-01 16:57:12,hi kwakhe responded dm,0.0,0.0,Neutral,Nedbank,"@SuneSet Hi Kwakhe, we have responded to your DM.",en,[],,"[{'screen_name': 'SuneSet', 'name': 'kwakhe shange', 'id': '904569400866549761'}]",0,Nedbank,Nedbank,0.07649158631981158,0.07649158631981158
2021-09-01 16:58:25,bafanas teller nedbank qualification collecting monies,0.0,0.0,Neutral,Nkanyiso_ngqulu,@Sentletse Bafanas you were once a teller at Nedbank did you have the qualification of collecting our monies?,en,[],,"[{'screen_name': 'Sentletse', 'name': 'Anti anti-vaxxers', 'id': '40548465'}]",5,Nedbank,Nedbank,0.07643034405694545,0.07643034405694545
2021-09-01 16:58:33,spring air stock new season savings favourite retailers everyday essentials springcleaning musthaves delivered door free delivery shop now,0.11212121212121212,0.6181818181818182,Positive,AvoByNedbank,Spring is in the air 🌻 Stock up for the new season with savings from all your favourite retailers.   Get your everyday essentials and spring-cleaning must-haves delivered to your door with 🌟 FREE DELIVERY 🌟 Shop now:  https://t.co/EP36wOwoij 🥑 #DoLifeDifferently  https://t.co/zQJbV59udN,en,['dolifedifferently'],,[],7,Nedbank,Nedbank,0.07645889675139686,0.07645889675139686
2021-09-01 16:58:38,apologies experiencing issue proof payments teams advised us issue causing delay minutes,0.0,0.0,Neutral,Nedbank,"@theeprox Our apologies as we're experiencing an issue with the proof of payments, however the teams have advised us that the issue is causing a delay of up to 30 minutes.",en,[],,"[{'screen_name': 'theeprox', 'name': 'Proxy the 3rd', 'id': '1409776008547479552'}]",0,Nedbank,Nedbank,0.07639777852857399,0.07639777852857399
2021-09-01 16:59:41,hi please dm us details query info,0.0,0.0,Neutral,Nedbank,@EPONDE Hi there. Please DM us all the details of your query and your info.,en,[],,"[{'screen_name': 'EPONDE', 'name': 'SEGAHWEGE EPONDE W.', 'id': '217360162'}]",0,Nedbank,Nedbank,0.07633675793869495,0.07633675793869495
2021-09-01 17:00:44,standard banks tips caught scammers mail amp guardian,0.0,0.0,Neutral,PressNewsAgency,Standard Bank’s tips on how not to get caught by scammers – The Mail &amp; Guardian  https://t.co/3P8lK1mTVa,en,[],,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.07627583474800165,0.07627583474800165
2021-09-01 17:00:55,hi refers number clients full capacity branch will higher accommodate staff,0.3,0.525,Positive,Nedbank,@jac1702 Hi there. This refers to the number of clients only. The full capacity of the branch will be higher to accommodate the staff.,en,[],,"[{'screen_name': 'jac1702', 'name': 'Jacqui', 'id': '161608800'}]",0,Nedbank,Nedbank,0.07645424317324248,0.07645424317324248
2021-09-01 17:01:23,data important good data critical success read learn standard bank group improved governance methods drove increased customer centricity ibm dataops learn,0.28,0.4800000000000001,Positive,m_guvenc,"Data is important, but good data is critical to success. Read to learn how Standard Bank Group improved its #data governance methods and drove increased customer centricity, with IBM DataOps:  https://t.co/Sapb4bnlHk. Learn more -  https://t.co/nLcZIAkuCU.",en,['data'],,[],0,"StandardBankZA OR ""Standard Bank""",StandardBank,0.0766164310272877,0.0766164310272877
2021-09-01 17:02:22,skoma send us details explain,0.0,0.0,Neutral,Nedbank,@its_skoma Send us your details so we can explain more.,en,[],,"[{'screen_name': 'its_skoma', 'name': '🕯Skhoma', 'id': '1131028210253258752'}]",0,Nedbank,Nedbank,0.07655543068411311,0.07655543068411311
2021-09-01 17:03:16,hi please dm us details info may look,0.0,0.0,Neutral,Nedbank,@SNGU_94 Hi there. Please DM us all the details and your info so we may look into this for you.,en,[],,"[{'screen_name': 'SNGU_94', 'name': 'uJambase94', 'id': '434426951'}]",1,Nedbank,Nedbank,0.07649452739796823,0.07649452739796823
2021-09-01 17:04:38,impression latest crop fnb adverts customers potential customers treated immature parentchild relationship embarrassing,0.25,0.95,Positive,Tonythenoble1,"@FNBSA My impression of the latest crop of FNB adverts is that customers / potential customers are being treated as immature, ""Parent/Child"" relationship.  Embarrassing.",en,[],,"[{'screen_name': 'FNBSA', 'name': 'FNB South Africa', 'id': '20422173'}]",0,FNBSA,FNB,0.07663244907730211,0.07663244907730211
2021-09-01 17:06:27,ive went branches amp still havent gotten helpwent clearwaterconstantia amp bank city apply student loan amp surprise apply branch call call centre oki called call centre amp lady told theyll sum,0.0,0.0,Neutral,Sibahle_M24,"@FNBSA Ive went to 3 of your branches &amp; I still haven’t gotten help..went to Clearwater,Constantia &amp; Bank city to apply for student loan &amp; to my surprise they cannot apply in branch I have to call the call centre!! Ok..I called the call centre &amp; the lady told me they’ll get sum1",en,[],,[],0,FNBSA,FNB,0.07657158136556479,0.07657158136556479
2021-09-01 17:08:12,call backand day hasnt bothered call back went clearwater last week friday constantia monday braam tuesthey offline amp day bank city question dont guys keep energy comes student loan,0.0,0.03333333333333333,Neutral,Sibahle_M24,"@FNBSA to call me back..and to this day no1 hasn’t bothered to call back!! I went to Clearwater last week Friday, constantia Monday, Braam Tues(they were offline) &amp; the same day to bank city!! My question is, why don’t you guys keep the same energy when it comes to student loan",en,[],,[],0,FNBSA,FNB,0.0765108102692429,0.0765108102692429
