,cleaned_tweet,polarity,subjectivity,Sentiment,date,username,Base_tweet,hashtags,nlikes,search
924,,0.0,0.0,Neutral,2021-08-16 09:45:15,Ditiro_S,@StandardBankZA #SBFamily  #PureSave  https://t.co/lqNONsjGgL,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
925,,0.0,0.0,Neutral,2021-08-16 09:43:39,DryGudani,@StandardBankZA #SBFamily #Puresave #FamilyFeudSA #StandardBank  #ItCanBe  https://t.co/Flt2NDYV0O,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
926,,0.0,0.0,Neutral,2021-08-16 09:41:35,29ndumisox,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/oYbXO9uk9l,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
927,,0.0,0.0,Neutral,2021-08-16 09:35:27,Natalie62173363,@StandardBankZA #SBFamily #PureSave #FamilyFeud #Standardbank  https://t.co/kGhaydJdUQ,"['sbfamily', 'puresave', 'familyfeud', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
928,hi bank card says chip malfunction go branch fix new one much will cost,0.16818181818181818,0.32727272727272727,Positive,2021-08-16 09:32:04,Olieefant,"Hi @StandardBankZA My bank card says Chip Malfunction , if I go to the branch to fix or get a new one how much will be the cost?",[],0,"StandardBankZA OR ""Standard Bank"""
929,o banco de moambique anunciou abertura de mais dois processos contravencionais contra dois gestores standard bank que devero tambm pagar cada um uma multa de pouco mais de um milho de meticais,0.0,0.0,Neutral,2021-08-16 09:27:44,DEconomicoMoz,"O Banco de Moçambique anunciou a abertura de mais dois ""processos contravencionais"" contra dois gestores do Standard Bank, que deverão também pagar, cada um, uma multa de pouco mais de um milhão de meticais.   https://t.co/83JmMLWKw6",[],0,"StandardBankZA OR ""Standard Bank"""
930,mtn standard bank,0.0,0.0,Neutral,2021-08-16 09:26:27,Mohopedi_Morena,@IamSiphokuhle Mtn and Standard bank 🏦,[],0,"StandardBankZA OR ""Standard Bank"""
931,huawei p,0.0,0.0,Neutral,2021-08-16 09:20:03,uVikinduku,@StandardBankZA Huawei p20,[],0,"StandardBankZA OR ""Standard Bank"""
932,,0.0,0.0,Neutral,2021-08-16 09:17:09,matsie_rosina,@StandardBankZA #SBFamily #PureSave  https://t.co/JyMlzhTedd,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
933,waiting weeks sbsa resolve dark mode settings onlineshare trading resolve obviously proper uat,-0.075,0.25,Negative,2021-08-16 09:16:45,MobileVi,@StandardBankZA Been waiting for 4 weeks for SBSA to resolve their dark mode settings for OnlineShare Trading. No resolve and obviously no proper UAT. #failure,['failure'],0,"StandardBankZA OR ""Standard Bank"""
934,,0.0,0.0,Neutral,2021-08-16 09:07:08,TrishaBhagwan,@StandardBankZA #SBFamilj  https://t.co/gKCJ0FQrTn,['sbfamilj'],0,"StandardBankZA OR ""Standard Bank"""
935,,0.0,0.0,Neutral,2021-08-16 09:06:54,More_Phoshoko,@StandardBankZA #SBFamily #PureSave  https://t.co/5MbVYuVt06,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
936,apps mine keeps crashingi uninstalledinstalled prayed rebooted phone still,0.0,0.0,Neutral,2021-08-16 08:56:31,uVikinduku,"@StandardBankZA are all your apps down or is it just mine, it keeps crashing,I have uninstalled,installed ,prayed and rebooted my phone BUT still.",[],0,"StandardBankZA OR ""Standard Bank"""
937,scored pop quiz standard bank beat score,0.0,0.0,Neutral,2021-08-16 08:51:53,DankoSLZ,I scored 9/10 on 947 Pop Quiz - Standard Bank 2021. Can you beat my score? @947 @StandardBankArt    https://t.co/2srHgWOggB,[],0,"StandardBankZA OR ""Standard Bank"""
938,,0.0,0.0,Neutral,2021-08-16 08:50:24,MphoCathrine7,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA  #StandardBank #ItCanBe  https://t.co/Z2wgbnXfpw,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
939,,0.0,0.0,Neutral,2021-08-16 08:50:23,Letsow60892737,@StandardBankZA #SBFAMILY #PureSave  https://t.co/OygRLI1h53,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
940,scored pop quiz standard bank beat score,0.0,0.0,Neutral,2021-08-16 08:50:14,DankoSLZ,I scored 9/10 on 947 Pop Quiz - Standard Bank 2021. Can you beat my score? @947 @StandardBankArt  https://t.co/2srHgWOggB,[],0,"StandardBankZA OR ""Standard Bank"""
941,,0.0,0.0,Neutral,2021-08-16 08:50:07,Bronwyn92643131,@StandardBankZA #SBFamily #PureSave #FamilyFuedSA #StandardBank #ItCanBe  https://t.co/pfwrQmPZdy,"['sbfamily', 'puresave', 'familyfuedsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
942,,0.0,0.0,Neutral,2021-08-16 08:47:04,janineJam3s,@StandardBankZA #SBFamily #PureSave  https://t.co/klckd9j5LI,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
943,standard bank,0.0,0.0,Neutral,2021-08-16 08:46:37,MotlatsiTlhasi,@Bestmvle_Sjava Standard bank,[],0,"StandardBankZA OR ""Standard Bank"""
944,will stangerkwadukuza opened,0.0,0.0,Neutral,2021-08-16 08:44:46,Talia09337134,When will @StandardBankZA Stanger/Kwadukuza be opened again?,[],0,"StandardBankZA OR ""Standard Bank"""
945,bank offers best services business accounts lowest fees,0.55,0.15,Positive,2021-08-16 08:43:49,TebohoMmirwa,"Which bank offers the best services on business accounts and at the lowest fees? @StandardBankZA, @FNBSA, @Nedbank and @AbsaSouthAfrica",[],0,"StandardBankZA OR ""Standard Bank"""
946,thank find email suspicious three reasons im referred client sb bank account expecting payment work email address used,0.0,0.0,Neutral,2021-08-16 08:42:57,keiitumetse,"@StandardBankZA Thank you.   I find the email suspicious for three reasons - I'm referred to as a client while I do not have a SB bank account, I am not expecting a payment and my work email address is being used.",[],0,"StandardBankZA OR ""Standard Bank"""
947,,0.0,0.0,Neutral,2021-08-16 08:41:50,JustPapi_,@StandardBankZA #SBFamily #StandardBank #ItCanBe #FamilyFeudSA #PureSave #ItCanBe  @StandardBankZA  https://t.co/n2lzoXDLLU,"['sbfamily', 'standardbank', 'itcanbe', 'familyfeudsa', 'puresave', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
948,,0.0,0.0,Neutral,2021-08-16 08:34:19,Stephin82857242,@StandardBankZA #SBFamily #PureSave #FamilyFeudeSA #StandardBank #ItCanBe  https://t.co/jSL68aHe3V,"['sbfamily', 'puresave', 'familyfeudesa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
949,,0.0,0.0,Neutral,2021-08-16 08:34:01,Mich2612,@StandardBankZA  https://t.co/FGzEGqBHOB,[],0,"StandardBankZA OR ""Standard Bank"""
950,,0.0,0.0,Neutral,2021-08-16 08:33:57,NtombomziMbete3,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/evLYfyrKoR,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
951,,0.0,0.0,Neutral,2021-08-16 08:31:31,Leo_Abrahams,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/snf6hUzg0N,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
952,frustrating forced upgrade longer use app,-0.35000000000000003,0.55,Negative,2021-08-16 08:28:46,BernieMat,@StandardBankZA It is frustrating being forced to upgrade and when you do you can no longer use the app,[],0,"StandardBankZA OR ""Standard Bank"""
953,entered,0.0,0.0,Neutral,2021-08-16 08:28:38,GloriaLesufi,@KFMza @StandardBankZA entered,[],0,"StandardBankZA OR ""Standard Bank"""
954,,0.0,0.0,Neutral,2021-08-16 08:28:17,BlessingMazibu6,@StandardBankZA #SBFamily #PureSave  #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/LVo8WU8pCI,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
955,,0.0,0.0,Neutral,2021-08-16 08:28:09,NtombomziMbete3,@StandardBankZA #SBF #PureSave #FamilyFeudSA #StandardBank #ItCanBank #SBFamily  https://t.co/XY2BhmQe3M,"['sbf', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbank', 'sbfamily']",0,"StandardBankZA OR ""Standard Bank"""
956,,0.0,0.0,Neutral,2021-08-16 08:14:51,SirDzana,@SiphoKuhle____ @StandardBankZA,[],0,"StandardBankZA OR ""Standard Bank"""
957,got another one emails last night ive forwarded phishingcoza email address,0.0,0.06666666666666667,Neutral,2021-08-16 08:13:42,keiitumetse,@StandardBankZA I got another one of these emails last night.   I've forwarded it to the phishing@standardbank.co.za email address.  https://t.co/JJ7uqsGezp,[],0,"StandardBankZA OR ""Standard Bank"""
958,,0.0,0.0,Neutral,2021-08-16 08:12:27,Deesplly,@StandardBankZA #ItCanBe #FamilyFeudSA  #StandardBank  #SBFamily #PureSave  https://t.co/6DbE9ntUgM,"['itcanbe', 'familyfeudsa', 'standardbank', 'sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
959,,0.0,0.0,Neutral,2021-08-16 08:09:05,ReltinRooy,@StandardBankZA #SBFamily #PureSave  https://t.co/IbJSN0gKRT,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
960,,0.0,0.0,Neutral,2021-08-16 08:07:32,KaydeeRooy,@StandardBankZA #SBFamily #PureSave  https://t.co/xM241jjrPd,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
961,,0.0,0.0,Neutral,2021-08-16 08:07:24,Shiluvs,@StandardBankZA #SBFamily #PureSave  https://t.co/Y0EYDlneaf,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
962,,0.0,0.0,Neutral,2021-08-16 08:06:37,TBredenhand,@KFMza @StandardBankZA @Janine835,[],0,"StandardBankZA OR ""Standard Bank"""
963,entered,0.0,0.0,Neutral,2021-08-16 08:04:25,LindokuhleGroot,@KFMza @StandardBankZA Entered,[],0,"StandardBankZA OR ""Standard Bank"""
964,labour law review application ahmod v standard bank south africa limited others jr zalcjhb august,-0.03571428571428571,0.07142857142857142,Negative,2021-08-16 08:03:46,Tina_Hokwana,Labour law: Review application   Ahmod v Standard Bank of South Africa Limited and Others (JR 2726/19) [2021] ZALCJHB 191 (3 August 2021)  https://t.co/zCbiLTduMN,[],39,"StandardBankZA OR ""Standard Bank"""
965,,0.0,0.0,Neutral,2021-08-16 08:02:50,Presshhhhh,@StandardBankZA #SBFamily #PureSave #ItCanBe  https://t.co/qvDlViIer8,"['sbfamily', 'puresave', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
966,,0.0,0.0,Neutral,2021-08-16 08:01:31,tshololove,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank  #ItCanBe  https://t.co/oELaboW1HY,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
967,,0.0,0.0,Neutral,2021-08-16 07:58:16,Samuel04025594,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/A72bdqhPxK,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
968,,0.0,0.0,Neutral,2021-08-16 07:55:48,MsCallana,#SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe @StandardBankZA  https://t.co/R5OBVC8bxC,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
969,,0.0,0.0,Neutral,2021-08-16 07:55:29,MsCallana,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe @StandardBankZA  https://t.co/R5OBVC8bxC,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
970,,0.0,0.0,Neutral,2021-08-16 07:55:16,TinyOneGirl,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe @StandardBankZA  https://t.co/rbByvzyRwk,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
971,,0.0,0.0,Neutral,2021-08-16 07:55:00,TinyOneGirl,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe @StandardBankZA  https://t.co/BmRvbZhEer,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
972,,0.0,0.0,Neutral,2021-08-16 07:54:46,TinyOneGirl,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe @StandardBankZA  https://t.co/q2JWuEiFMi,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
973,,0.0,0.0,Neutral,2021-08-16 07:53:04,vabantu,@StandardBankZA #SBFamily  #PureSave  https://t.co/cA92VLxlEy,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
974,,0.0,0.0,Neutral,2021-08-16 07:51:58,ESFisher5,@StandardBankZA #SBFamily #PurrSave  https://t.co/bUbU39Vme7,"['sbfamily', 'purrsave']",0,"StandardBankZA OR ""Standard Bank"""
975,straight,0.2,0.4,Positive,2021-08-16 07:45:58,musawenkosid_sa,@ArtiQulator @StandardBankZA Straight 🤣🤣,[],1,"StandardBankZA OR ""Standard Bank"""
976,estra time,0.0,0.0,Neutral,2021-08-16 07:44:58,ArtiQulator,@musawenkosid_sa @StandardBankZA Estra time 🤣🤣,[],1,"StandardBankZA OR ""Standard Bank"""
977,,0.0,0.0,Neutral,2021-08-16 07:42:17,Angelmarkus1,@StandardBankZA #SBFamily #PureSave @Nortonh88  https://t.co/6FJksB5Xwu,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
978,,0.0,0.0,Neutral,2021-08-16 07:41:17,jukes4gp,@StandardBankZA #SBFamily #PureSave  #FamilyFeudSA #StandardBank  #ItCanBe  https://t.co/NFnBU2n8PR,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
979,,0.0,0.0,Neutral,2021-08-16 07:39:26,herchantal332,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/oy1vLP35AP,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
980,,0.0,0.0,Neutral,2021-08-16 07:38:52,Glethu,@StandardBankZA #PureSave #FamilyFeudSA #SBFamily #ItCanBe #StandardBank  https://t.co/xUot3LiDZI,"['puresave', 'familyfeudsa', 'sbfamily', 'itcanbe', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
981,uphangela overtime,0.0,0.0,Neutral,2021-08-16 07:38:39,musawenkosid_sa,@ArtiQulator @StandardBankZA 🤣🤣🤣uphangela i overtime,[],1,"StandardBankZA OR ""Standard Bank"""
982,andikhalazi im surprised ukuthi u admin uphangela nangecawa plus ebsuku,0.1,0.9,Positive,2021-08-16 07:32:30,ArtiQulator,"@musawenkosid_sa @StandardBankZA 🤣🤣Andikhalazi, I'm surprised ukuthi u admin uphangela nangecawa, plus Ebsuku.",[],0,"StandardBankZA OR ""Standard Bank"""
983,,0.0,0.0,Neutral,2021-08-16 07:31:00,IsayaLativa,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA  #StandardBank #ItCanBe  https://t.co/HxIyadDJ5r,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
984,,0.0,0.0,Neutral,2021-08-16 07:30:33,PhalisoRoseline,@StandardBankZA #FamilyfeudSA  https://t.co/fahl6WhP8F,['familyfeudsa'],0,"StandardBankZA OR ""Standard Bank"""
985,minimum balance,0.0,0.0,Neutral,2021-08-16 07:30:28,SandySolomons,@StandardBankZA No minimum balance #SBFamily #PureSave  https://t.co/jSZ0CDG2T1,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
986,mjitha ufuna usizo bayakunceda jiki jiki uya complain,0.0,0.0,Neutral,2021-08-16 07:26:01,musawenkosid_sa,"@ArtiQulator @StandardBankZA Mjitha ufuna usizo bayakunceda, jiki jiki uya complain",[],1,"StandardBankZA OR ""Standard Bank"""
987,,0.0,0.0,Neutral,2021-08-16 07:22:28,MashaoSamuel2,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA  #StandardBank #ItCanBe  https://t.co/XISN0bbAGT,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
988,well done guys,0.0,0.0,Neutral,2021-08-16 07:21:06,MhlabaNkateko,@FeudAfrica @StandardBankZA Well done guys.,[],1,"StandardBankZA OR ""Standard Bank"""
989,wow,0.1,1.0,Positive,2021-08-16 07:21:04,Tshego_13,@947 @TheZweli @HulisaniRavele @StandardBankZA @ArabileG Wow,[],0,"StandardBankZA OR ""Standard Bank"""
990,,0.0,0.0,Neutral,2021-08-16 07:20:54,mbali_sibeko,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/a20MFcliY1,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
991,,0.0,0.0,Neutral,2021-08-16 07:18:11,Mokgobo18,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/zOBKWzasjd,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
992,,0.0,0.0,Neutral,2021-08-16 07:17:49,Amon_Mali,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA  #StandardBank #ItCanBe  https://t.co/tfUlALbVZa,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
993,,0.0,0.0,Neutral,2021-08-16 07:15:54,LativaMaloka,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA  #StandardBank #ItCanBe  https://t.co/0pEzqpR6PA,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
994,,0.0,0.0,Neutral,2021-08-16 07:15:22,ChrisNAICKER3,@StandardBankZA #FamilyFued #StandardBank #ItCanBe  https://t.co/FrjgBh1z7i,"['familyfued', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
995,win puresave,0.8,0.4,Positive,2021-08-16 07:11:31,LlewWP,Win with @StandardBankZA and PureSave! #SBFamily #PureSave #FamilyFeud #ItCanBe  https://t.co/XW5JkS9vmX,"['sbfamily', 'puresave', 'familyfeud', 'itcanbe']",2,"StandardBankZA OR ""Standard Bank"""
996,,0.0,0.0,Neutral,2021-08-16 07:09:38,Ladyluck690,@StandardBankZA #PureSave #FamilyFuedSA #ItCanBe #SBFamily #StandardBank  https://t.co/4zmPWUJddM,"['puresave', 'familyfuedsa', 'itcanbe', 'sbfamily', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
997,,0.0,0.0,Neutral,2021-08-16 07:07:46,MoseaTania,@StandardBankZA #SBFamily #PureSave  https://t.co/KgdCKXdW6I,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
998,,0.0,0.0,Neutral,2021-08-16 07:07:35,MagdelineConnie,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/4P3UQO9NqZ,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
999,dont know much fees youre charging said account,0.2,0.2,Positive,2021-08-16 07:06:11,Tseho051,@StandardBankZA You don't know how much are the fees you're charging for the said account 🤔  https://t.co/l2j21DOlCC,[],0,"StandardBankZA OR ""Standard Bank"""
1000,,0.0,0.0,Neutral,2021-08-16 07:04:20,BlueSpicey,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/9OhQ7CKrVD,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1001,entered,0.0,0.0,Neutral,2021-08-16 07:02:03,Khutso09095714,@947 @StandardBankZA Entered,[],0,"StandardBankZA OR ""Standard Bank"""
1002,,0.0,0.0,Neutral,2021-08-16 06:55:07,vonganinkuna2,@StandardBankZA #SBFamily #PureSave  #ItCanBe  https://t.co/P2GTdA9qSH,"['sbfamily', 'puresave', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1003,today meshelle walked away pop quiz brought mymo plus account every weekday morning questions seconds grabs enter today gtgt,0.0,0.0,Neutral,2021-08-16 06:54:31,AneleAndTheClub,"Today Meshelle walked away with R600 in the R10,000 Pop Quiz brought to you by @StandardBankZA's MyMo Plus Account on #AneleAndTheClubOn947 every weekday morning.  10 Questions. 60 Seconds. R10,000 is up for grabs!  Enter TODAY &gt;&gt;  https://t.co/q2fWTh9siX #GoldenMoments #ItCanBe","['aneleandtheclubon947', 'goldenmoments', 'itcanbe']",8,"StandardBankZA OR ""Standard Bank"""
1004,,0.0,0.0,Neutral,2021-08-16 06:49:29,Abeda7Abeda,@StandardBankZA #SBFamily #PurSave #ItCanBe #StandardBank,"['sbfamily', 'pursave', 'itcanbe', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
1005,hi please dm us insurance department contact karadenm,0.0,0.0,Neutral,2021-08-16 06:48:45,BetterBondSA,"@abmazwi @StandardBankZA Hi @abmazwi, please DM us so we can get our insurance department to contact you. Karaden.M😊",[],0,"StandardBankZA OR ""Standard Bank"""
1006,former chief magistrate umlazi went standard bank porsche dastun z umlazi house d section designed head architecture university natal house still stands today,0.0,0.0,Neutral,2021-08-16 06:47:46,Mantshinga,"@lungile_mashele The former chief magistrate of Umlazi, who went on to Standard Bank, had a Porsche 944 and a Dastun Z in 1985, in Umlazi. His house in D section was designed by the Head of Architecture at the then University of Natal, that house still stands today. It's",[],2,"StandardBankZA OR ""Standard Bank"""
1007,,0.0,0.0,Neutral,2021-08-16 06:47:06,SMalandela_,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #ItCanBe  https://t.co/TUYrEJ4YfP,"['sbfamily', 'puresave', 'familyfeudsa', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1008,questions seconds grabs play pop quiz brought mymo plus account enter today gtgt,0.0,0.0,Neutral,2021-08-16 06:45:04,947,"10 Questions. 60 Seconds. R10,000 is up for grabs!  Play the R10,000 Pop Quiz brought to you by @StandardBankZA's MyMo Plus Account. Enter TODAY &gt;&gt;  https://t.co/JMpRAd6rJP #GoldenMoments #ItCanBe  https://t.co/m0bQxaHgGU","['goldenmoments', 'itcanbe']",23,"StandardBankZA OR ""Standard Bank"""
1009,,0.0,0.0,Neutral,2021-08-16 06:44:41,fashionet_sa,@StandardBankZA #SBFamily #PureSave  https://t.co/yYFOOeGb46,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1010,,0.0,0.0,Neutral,2021-08-16 06:42:23,fashionet_sa,@StandardBankZA #SBFamily #PureSave  https://t.co/H75Me2nxau,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1011,,0.0,0.0,Neutral,2021-08-16 06:36:37,anneeda_pekeur,#SBFamily #PureSave @StandardBankZA @FeudAfrica #ItCanBe 💙  https://t.co/gpvl82xZCI,"['sbfamily', 'puresave', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1012,standard bank,0.0,0.0,Neutral,2021-08-16 06:33:26,Cuttie_Bellaa,@Bestmvle_Sjava Standard bank,[],0,"StandardBankZA OR ""Standard Bank"""
1013,,0.0,0.0,Neutral,2021-08-16 06:29:34,anneeda_pekeur,@StandardBankZA #SBFamily #PureSave  https://t.co/WvBF5J7cS0,"['sbfamily', 'puresave']",0,"StandardBankZA OR ""Standard Bank"""
1014,kindly update banking app make stable havent able bank app whole weekend keeps saying invalid email shuts try login please assist,0.43333333333333335,0.6416666666666666,Positive,2021-08-16 06:27:25,SiyokoVuyo,@StandardBankZA can you kindly update the banking app and make it stable. I haven't been able to Bank on the App the whole weekend. It keeps saying invalid email or it just shuts itself when I try to login. Please assist,[],0,"StandardBankZA OR ""Standard Bank"""
1015,,0.0,0.0,Neutral,2021-08-16 06:27:12,ChantalOliver1,@StandardBankZA #PureSave #SBFamily #StandardBank #ItCanBe  https://t.co/fIF5AU38K8,"['puresave', 'sbfamily', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1016,,0.0,0.0,Neutral,2021-08-16 06:26:15,ChantalOliver1,@StandardBankZA #PureSave #SBFamily #StandardBank #ItCanBe ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️  https://t.co/fYidVln8iV,"['puresave', 'sbfamily', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1017,,0.0,0.0,Neutral,2021-08-16 06:24:50,CrystalMeintji1,@StandardBankZA ❤️ #SBFamily #PureSave #FamilyFeudSA #standardbank #itcanbe  https://t.co/DlwUqTrYl7,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1018,look,0.0,0.0,Neutral,2021-08-16 06:23:42,Cathie1929,@StandardBankArt @StandardBankZA @artsfestival @JackD157 @SoliPhilander  Have a look here 😊,[],1,"StandardBankZA OR ""Standard Bank"""
1019,congratulations blue team,0.0,0.1,Neutral,2021-08-16 06:23:27,KgothatsoMKH,@FeudAfrica @StandardBankZA @IAmSteveHarvey Congratulations @StandardBankZA 💙💙💙 Blue Team 🏆🏆🏆,[],0,"StandardBankZA OR ""Standard Bank"""
1020,,0.0,0.0,Neutral,2021-08-16 06:21:01,EricaIsaacs2,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/rAihTKSUfu,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1021,,0.0,0.0,Neutral,2021-08-16 06:19:53,Cathie1929,@StandardBankZA #SBFamily #PureSave #FamilyFeudSA #StandardBank #ItCanBe  https://t.co/3wJ4A6WzgG,"['sbfamily', 'puresave', 'familyfeudsa', 'standardbank', 'itcanbe']",0,"StandardBankZA OR ""Standard Bank"""
1022,enter pop quiz now calling back shot winning cash seconds enter now brought mymo plus account,0.25,0.375,Positive,2021-08-16 06:18:02,KFMza,Enter The R10 000 Pop Quiz NOW!  #KfmMornings could be calling you back for your shot at winning up to R10 000 cash in just 60 seconds.  ENTER NOW ➡️  https://t.co/wlRHbTrHdc 💰  Brought to you by @StandardBankZA's MyMo Plus Account.  #GoldenMoments,"['kfmmornings', 'goldenmoments']",34,"StandardBankZA OR ""Standard Bank"""
